id,label
630,cat
631,bird
632,ship
633,deer
634,frog
635,truck
636,truck
637,horse
638,airplane
639,cat
640,cat
641,frog
642,horse
643,deer
644,truck
645,automobile
646,frog
647,bird
648,horse
649,bird
650,bird
651,airplane
652,frog
653,horse
654,dog
655,horse
656,frog
657,ship
658,truck
659,airplane
660,truck
661,deer
662,deer
663,horse
664,airplane
665,truck
666,deer
667,truck
668,frog
669,truck
670,deer
671,dog
672,horse
673,truck
674,bird
675,deer
676,dog
677,automobile
678,deer
679,cat
680,truck
681,frog
682,dog
683,frog
684,truck
685,cat
686,cat
687,dog
688,airplane
689,horse
690,bird
691,automobile
692,cat
693,frog
694,deer
695,airplane
696,airplane
697,bird
698,dog
699,airplane
700,automobile
701,airplane
702,bird
703,cat
704,truck
705,ship
706,deer
707,truck
708,ship
709,airplane
710,bird
711,frog
712,deer
713,deer
714,airplane
715,automobile
716,ship
717,ship
718,cat
719,frog
720,truck
721,frog
722,frog
723,horse
724,ship
725,bird
726,deer
727,dog
728,horse
729,frog
730,dog
731,cat
732,airplane
733,dog
734,airplane
735,dog
736,airplane
737,ship
738,bird
739,frog
740,horse
741,cat
742,ship
743,bird
744,automobile
745,horse
746,frog
747,horse
748,automobile
749,airplane
750,truck
751,dog
752,dog
753,airplane
754,automobile
755,horse
756,frog
757,truck
758,airplane
759,deer
760,horse
761,horse
762,automobile
763,dog
764,truck
765,deer
766,airplane
767,ship
768,dog
769,truck
770,truck
771,frog
772,horse
773,automobile
774,ship
775,cat
776,bird
777,cat
778,ship
779,bird
780,bird
781,deer
782,frog
783,airplane
784,airplane
785,dog
786,cat
787,ship
788,bird
789,cat
790,horse
791,bird
792,truck
793,cat
794,ship
795,horse
796,ship
797,bird
798,horse
799,truck
800,airplane
801,bird
802,cat
803,bird
804,bird
805,bird
806,cat
807,cat
808,frog
809,bird
810,cat
811,bird
812,ship
813,airplane
814,dog
815,dog
816,automobile
817,deer
818,dog
819,frog
820,frog
821,bird
822,horse
823,airplane
824,automobile
825,horse
826,horse
827,ship
828,bird
829,truck
830,bird
831,bird
832,deer
833,bird
834,automobile
835,automobile
836,automobile
837,frog
838,frog
839,frog
840,dog
841,automobile
842,automobile
843,horse
844,airplane
845,deer
846,cat
847,cat
848,horse
849,automobile
850,bird
851,cat
852,dog
853,dog
854,dog
855,frog
856,automobile
857,deer
858,cat
859,horse
860,ship
861,ship
862,cat
863,frog
864,frog
865,bird
866,cat
867,airplane
868,truck
869,deer
870,cat
871,ship
872,airplane
873,airplane
874,automobile
875,automobile
876,dog
877,deer
878,truck
879,cat
880,automobile
881,ship
882,truck
883,cat
884,truck
885,truck
886,bird
887,truck
888,deer
889,ship
890,bird
891,truck
892,ship
893,ship
894,automobile
895,dog
896,cat
897,frog
898,ship
899,horse
900,frog
901,truck
902,ship
903,airplane
904,frog
905,deer
906,airplane
907,airplane
908,bird
909,dog
910,ship
911,bird
912,airplane
913,bird
914,horse
915,frog
916,truck
917,horse
918,automobile
919,dog
920,dog
921,frog
922,frog
923,cat
924,frog
925,bird
926,deer
927,horse
928,airplane
929,dog
930,frog
931,deer
932,frog
933,dog
934,bird
935,deer
936,frog
937,automobile
938,frog
939,airplane
940,deer
941,airplane
942,cat
943,automobile
944,ship
945,dog
946,deer
947,deer
948,automobile
949,horse
950,cat
951,truck
952,deer
953,horse
954,truck
955,horse
956,cat
957,horse
958,bird
959,ship
960,deer
961,frog
962,frog
963,automobile
964,bird
965,truck
966,airplane
967,deer
968,ship
969,horse
970,cat
971,truck
972,ship
973,horse
974,horse
975,airplane
976,bird
977,deer
978,automobile
979,automobile
980,deer
981,automobile
982,dog
983,deer
984,airplane
985,dog
986,frog
987,bird
988,ship
989,dog
990,airplane
991,bird
992,automobile
993,cat
994,dog
995,horse
996,cat
997,dog
998,automobile
999,cat
1000,dog
